batter,des,x,y,pitcher,type,team,inning,first,last,bats,team_abbrev,full.name
408047,Single,110.44,152.61,599998,H,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Error,169.68,113.45,502593,E,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,146.59,171.69,433584,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,158.63,156.63,489119,O,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,160.64,36.14,458681,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,104.42,167.67,502272,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,184.74,110.44,425856,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,147.59,76.31,218596,O,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,150.6,169.68,545333,O,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Home Run,89.36,29.12,218596,H,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Double,49.2,126.51,453178,H,A,5,Justin,Morneau,L,COL,Justin Morneau
408047,Double,195.78,72.29,453178,H,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Double,139.56,117.47,488768,H,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,107.43,162.65,519293,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Single,173.69,122.49,518567,H,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,71.29,101.41,493117,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Single,185.74,102.41,431162,H,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,132.53,89.36,453178,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,96.39,168.67,543726,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Double,29.12,98.39,503449,H,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,148.59,169.68,518567,O,H,2,Justin,Morneau,L,COL,Justin Morneau
408047,Single,95.38,105.42,628333,H,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,85.34,102.41,477132,O,H,2,Justin,Morneau,L,COL,Justin Morneau
408047,Double,213.86,107.43,518516,H,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Double,207.83,80.32,285064,H,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Single,78.31,113.45,285064,H,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,151.61,161.65,572362,O,H,2,Justin,Morneau,L,COL,Justin Morneau
408047,Out,134.54,162.65,543698,O,H,2,Justin,Morneau,L,COL,Justin Morneau
408047,Single,103.41,163.65,425844,H,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,144.58,75.3,547943,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,104.42,123.49,493137,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Double,169.68,63.25,572362,H,H,5,Justin,Morneau,L,COL,Justin Morneau
408047,Single,123.49,147.59,455092,H,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Double,71.29,74.3,429719,H,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Single,130.52,102.41,543135,H,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Single,89.36,81.33,543726,H,H,5,Justin,Morneau,L,COL,Justin Morneau
408047,Out,138.55,181.73,445213,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,142.57,153.61,475243,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,150.6,166.67,429717,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,146.59,62.25,430904,O,A,2,Justin,Morneau,L,COL,Justin Morneau
408047,Out,87.35,107.43,431162,O,A,5,Justin,Morneau,L,COL,Justin Morneau
408047,Single,171.69,105.42,518693,H,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,123.49,182.73,547943,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,92.37,116.47,547943,O,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,122.49,74.3,573064,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,142.57,154.62,461833,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,70.28,104.42,518716,O,H,2,Justin,Morneau,L,COL,Justin Morneau
408047,Out,152.61,171.69,450306,O,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,113.45,149.6,448306,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,156.63,161.65,518567,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,70.28,87.35,501822,O,H,10,Justin,Morneau,L,COL,Justin Morneau
408047,Out,146.59,143.57,453241,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,144.58,156.63,425856,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,149.6,170.68,571735,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,108.43,172.69,433584,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Single,181.73,118.47,572362,H,A,3,Justin,Morneau,L,COL,Justin Morneau
408047,Single,149.6,73.29,430904,H,A,5,Justin,Morneau,L,COL,Justin Morneau
408047,Out,139.56,154.62,571946,O,H,2,Justin,Morneau,L,COL,Justin Morneau
408047,Double,77.31,147.59,489295,H,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,56.22,110.44,518516,O,A,2,Justin,Morneau,L,COL,Justin Morneau
408047,Out,126.51,177.71,434442,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,138.55,155.62,502624,O,H,5,Justin,Morneau,L,COL,Justin Morneau
408047,Double,48.19,87.35,571057,H,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Single,161.65,127.51,462956,H,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,106.43,150.6,543294,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,116.47,178.71,503449,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,152.61,159.64,544727,O,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,122.49,75.3,534812,O,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Single,78.31,116.47,446372,H,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,53.21,116.47,433586,O,A,9,Justin,Morneau,L,COL,Justin Morneau
408047,Single,151.61,74.3,519293,H,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,148.59,156.63,547943,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Single,87.35,115.46,407825,H,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,138.55,152.61,435043,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Single,127.51,94.38,453562,H,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,148.59,163.65,573109,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,95.38,98.39,491159,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Single,173.69,95.38,452718,H,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,109.44,87.35,594798,O,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Single,79.32,119.48,606160,H,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Double,165.66,50.2,547943,H,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Double,185.74,62.25,502239,H,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Single,193.78,103.41,434378,H,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,106.43,134.54,543294,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,149.6,169.68,458713,O,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,141.57,152.61,518516,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,142.57,196.79,453307,O,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,144.58,153.61,518567,O,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,140.56,154.62,433589,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,114.46,156.63,448306,O,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Triple,223.9,90.36,502211,H,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,83.33,115.46,430580,O,A,2,Justin,Morneau,L,COL,Justin Morneau
408047,Single,89.36,113.45,407890,H,A,3,Justin,Morneau,L,COL,Justin Morneau
408047,Error,108.43,155.62,543294,E,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,119.48,150.6,458681,O,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Single,193.78,108.43,445590,H,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,144.58,154.62,456501,O,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Single,74.3,110.44,456501,H,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,170.68,107.43,592665,O,H,9,Justin,Morneau,L,COL,Justin Morneau
408047,Single,136.55,95.38,502624,H,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Double,180.72,66.27,429781,H,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,102.41,165.66,461872,O,H,9,Justin,Morneau,L,COL,Justin Morneau
408047,Single,105.42,119.48,433586,H,H,9,Justin,Morneau,L,COL,Justin Morneau
408047,Out,113.45,47.19,446899,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Single,126.51,90.36,433584,H,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,121.49,192.77,543725,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Home Run,177.71,35.14,489119,H,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Single,150.6,122.49,572089,H,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,150.6,122.49,346798,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,153.61,132.53,453311,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Double,92.37,76.31,462136,H,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,116.47,155.62,430580,O,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Single,139.56,87.35,425844,H,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,201.81,103.41,408241,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,161.65,83.33,501985,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,107.43,142.57,453178,O,A,5,Justin,Morneau,L,COL,Justin Morneau
408047,Triple,169.68,40.16,453562,H,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,107.43,106.43,462956,O,H,5,Justin,Morneau,L,COL,Justin Morneau
408047,Out,120.48,166.67,433589,O,H,5,Justin,Morneau,L,COL,Justin Morneau
408047,Single,173.69,107.43,430580,H,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,161.65,159.64,502624,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,142.57,55.22,430935,O,A,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,83.33,96.39,503449,O,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,152.61,138.55,475115,O,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Double,36.14,102.41,425657,H,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Home Run,183.73,40.16,572889,H,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,146.59,164.66,408061,O,A,9,Justin,Morneau,L,COL,Justin Morneau
408047,Out,137.55,155.62,545333,O,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,140.56,154.62,534812,O,H,10,Justin,Morneau,L,COL,Justin Morneau
408047,Out,69.28,151.61,544931,O,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,167.67,93.37,452733,O,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,128.51,79.32,277417,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Single,115.46,101.41,518516,H,H,6,Justin,Morneau,L,COL,Justin Morneau
408047,Out,89.36,111.45,434181,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,100.4,166.67,446899,O,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,115.46,152.61,112526,O,H,2,Justin,Morneau,L,COL,Justin Morneau
408047,Home Run,214.86,47.19,518617,H,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,188.76,104.42,433589,O,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Home Run,220.88,71.29,544727,H,H,9,Justin,Morneau,L,COL,Justin Morneau
408047,Single,127.51,91.37,517414,H,H,5,Justin,Morneau,L,COL,Justin Morneau
408047,Out,147.59,167.67,571735,O,A,9,Justin,Morneau,L,COL,Justin Morneau
408047,Out,144.58,157.63,453178,O,A,2,Justin,Morneau,L,COL,Justin Morneau
408047,Out,89.36,181.73,346793,O,H,9,Justin,Morneau,L,COL,Justin Morneau
408047,Out,153.61,50.2,425844,O,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,148.59,155.62,519326,O,H,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,146.59,155.62,429722,O,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,148.59,157.63,543056,O,A,8,Justin,Morneau,L,COL,Justin Morneau
408047,Out,102.41,194.78,450212,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,72.29,73.29,433586,O,A,9,Justin,Morneau,L,COL,Justin Morneau
408047,Double,38.15,109.44,285064,H,A,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,109.44,79.32,346798,O,A,1,Justin,Morneau,L,COL,Justin Morneau
408047,Single,140.56,94.38,218596,H,H,3,Justin,Morneau,L,COL,Justin Morneau
408047,Out,139.56,154.62,543643,O,H,4,Justin,Morneau,L,COL,Justin Morneau
408047,Out,142.57,151.61,346793,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Single,109.44,159.64,408241,H,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Error,109.44,159.64,408241,E,A,4,Justin,Morneau,L,COL,Justin Morneau
408047,Single,181.73,116.47,527054,H,A,6,Justin,Morneau,L,COL,Justin Morneau
408047,Single,154.62,145.58,461833,H,H,5,Justin,Morneau,L,COL,Justin Morneau
408047,Out,85.34,96.39,572362,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Out,96.39,120.48,491159,O,H,7,Justin,Morneau,L,COL,Justin Morneau
408047,Single,86.35,118.47,502239,H,H,1,Justin,Morneau,L,COL,Justin Morneau
408047,Out,90.36,95.38,277417,O,A,2,Justin,Morneau,L,COL,Justin Morneau
408047,Out,121.49,88.35,572096,O,H,9,Justin,Morneau,L,COL,Justin Morneau
547989,Single,122.49,107.43,502042,H,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,159.64,111.45,572070,O,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,100.4,167.67,446372,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,109.44,156.63,471911,O,A,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,72.29,28.11,434378,H,H,2,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,150.6,153.61,502043,O,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,64.26,115.46,425386,H,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,129.52,146.59,501992,O,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,107.43,159.64,502042,O,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,125.5,99.4,571901,H,H,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,98.39,71.29,543726,O,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,106.43,157.63,429781,O,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,138.55,149.6,488787,O,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,103.41,168.67,279824,O,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,141.57,144.58,279824,O,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,48.19,98.39,519144,H,H,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,125.5,86.35,429781,H,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,110.44,172.69,450351,O,A,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,167.67,172.69,407890,O,H,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,110.44,159.64,429719,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,78.31,94.38,543054,O,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,118.47,204.82,453646,O,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,125.5,91.37,493133,H,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,104.42,165.66,453286,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,172.69,46.18,502188,H,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,120.48,90.36,453329,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,99.4,168.67,434671,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,106.43,151.61,573186,O,A,2,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,160.64,95.38,457918,H,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,169.68,110.44,543334,H,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,117.47,153.61,542669,O,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,115.46,88.35,592836,H,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,32.13,101.41,456051,H,A,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,117.47,171.69,502188,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,97.39,170.68,136600,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,22.09,78.31,429717,H,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,143.57,95.38,504379,H,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,132.53,88.35,519141,H,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,108.43,157.63,521230,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,168.67,99.4,592454,O,A,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,86.35,36.14,519144,H,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,106.43,172.69,459987,O,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,138.55,214.86,608678,O,H,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,148.59,177.71,453329,O,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,32.13,62.25,489189,H,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,105.42,167.67,488786,O,A,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,85.34,123.49,572971,H,H,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,138.55,154.62,454537,O,A,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,181.73,114.46,547874,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Triple,135.54,35.14,461872,H,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,103.41,170.68,459987,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,128.51,75.3,573204,O,H,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,133.53,178.71,542960,O,H,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,18.07,83.33,518452,H,A,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,167.67,145.58,464416,O,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,139.56,143.57,543054,O,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,128.51,36.14,434378,H,H,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,168.67,99.4,607259,H,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,86.35,118.47,445060,H,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,59.24,86.35,547874,O,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,184.74,105.42,457435,H,H,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,134.54,185.74,448306,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,125.5,183.73,572020,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,109.44,174.7,518452,O,A,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,136.55,143.57,571800,O,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,187.75,105.42,471911,O,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,35.14,98.39,475243,H,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,113.45,154.62,460156,O,H,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,49.2,99.4,467094,H,A,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,103.41,171.69,461833,O,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,198.8,111.45,502188,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,125.5,95.38,445060,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,182.73,109.44,430661,O,A,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,83.33,74.3,592244,O,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,168.67,108.43,592102,O,A,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,136.55,97.39,425386,O,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,112.45,76.31,446372,H,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,121.49,101.41,502042,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Error,127.51,107.43,407842,E,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,139.56,81.33,429781,H,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,122.49,101.41,502272,H,H,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,137.55,162.65,464416,O,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,70.28,105.42,500721,H,A,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,100.4,167.67,448306,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,102.41,167.67,606273,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,106.43,172.69,493603,O,A,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,118.47,179.72,543054,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,80.32,116.47,448306,H,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,150.6,73.29,456379,O,A,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,184.74,121.49,453286,H,H,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,164.66,120.48,453286,H,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,151.61,169.68,461833,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,73.29,105.42,493133,H,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,180.72,92.37,476451,O,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,160.64,120.48,452657,H,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,54.22,46.18,572888,H,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,121.49,190.76,475416,O,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,121.49,71.29,465679,O,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,87.35,101.41,592767,H,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,164.66,157.63,407890,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,149.6,171.69,459987,O,H,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,67.27,106.43,434378,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,111.45,155.62,450282,O,H,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,77.31,113.45,279824,H,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,69.28,100.4,430912,H,H,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,129.52,138.55,453192,O,H,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,175.7,138.55,571871,H,H,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,108.43,148.59,499107,H,H,7,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,146.59,53.21,501992,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,182.73,65.26,543507,O,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,108.43,41.16,543766,O,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,143.57,152.61,430912,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,126.51,89.36,607259,H,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,93.37,111.45,435221,H,H,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,25.1,91.37,434622,H,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,102.41,168.67,285064,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,76.31,71.29,519443,H,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,135.54,159.64,456379,O,A,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,127.51,103.41,453286,H,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,166.67,55.22,465679,H,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,135.54,100.4,425386,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,109.44,150.6,502042,O,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,126.51,72.29,431148,O,H,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,109.44,48.19,445060,O,A,4,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,168.67,110.44,504379,O,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,72.29,104.42,453286,O,H,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,104.42,152.61,453562,O,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,103.41,165.66,285064,O,A,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,112.45,149.6,523989,O,A,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Home Run,99.4,17.07,429781,H,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,55.22,104.42,543606,H,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,156.63,105.42,450308,H,A,2,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,103.41,170.68,453286,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Error,105.42,156.63,500721,E,H,9,Jose,Abreu,R,CWS,Jose Abreu
547989,Double,36.14,109.44,519166,H,A,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,103.41,171.69,448306,O,H,5,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,111.45,157.63,446372,O,A,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,114.46,179.72,477132,O,A,6,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,164.66,95.38,434378,H,H,3,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,150.6,159.64,543506,O,H,8,Jose,Abreu,R,CWS,Jose Abreu
547989,Out,108.43,155.62,453192,O,H,10,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,179.72,107.43,573186,H,H,1,Jose,Abreu,R,CWS,Jose Abreu
547989,Single,116.47,76.31,429781,H,A,5,Jose,Abreu,R,CWS,Jose Abreu
