"","id","full_name"
"2169",451657,"Chase Wright"
"2170",452063,"P.J. Pilittere"
"2171",452259,"Steven Jackson"
"2172",452293,"Jonathan Albaladejo"
"2173",452675,"Marcos Vechionacci"
"2174",453178,"Ian Kennedy"
"2175",453298,"Colin Curtis"
"2176",453343,"Mark Melancon"
"2177",455167,"Shelley Duncan"
"2178",456027,"Ross Ohlendorf"
"2179",456488,"Eduardo Nunez"
"2180",456499,"Scott Patterson"
"2181",456761,"Gregory Porter"
"2182",457495,"Heath Phillips"
"2183",457581,"Andrew Brackman"
"2184",457706,"Austin Jackson"
"2186",458008,"Humberto Sanchez"
"2187",458731,"Brett Gardner"
"2188",458951,"Alan Horne"
"2189",461833,"Phil Hughes"
"2190",461904,"Chris Britton"
"2191",465041,"Francisco Cervelli"
"2192",466320,"Melky Cabrera"
"2193",467798,"Jose Tabata"
"2194",469735,"Edwar Ramirez"
"2195",471868,"Alberto Gonzalez"
"2196",488666,"Kyle Anson"
"2197",501955,"Joba Chamberlain"
"2198",506432,"Kei Igawa"
"2199",506673,"Juan Miranda"
"2200",519222,"Austin Romine"
"2201",524968,"Jesus Montero"
"2202",150439,"Gary MatthewsJr."
"2203",469795,"Steven Rowe"
"2204",450545,"Douglas Mathis"
"2205",407874,"Victor Alvarez"
"2206",468972,"Oscar Bustillos"
"2207",408233,"Francisco Campos"
"2208",467567,"Albino Contreras"
"2209",233694,"David Cortes"
"2210",433590,"Jesus Cota"
"2211",477418,"Rafael Diaz"
"2212",114588,"Karim Garcia"
"2214",471679,"Carlos Gastelum"
"2215",282594,"Geronimo Gil"
"2216",464276,"Heber Gomez"
"2217",495506,"Edgar Huerta"
"2218",510554,"Andres Meza"
"2219",473242,"Agustin Murillo"
"2220",425864,"Miguel Ojeda"
"2221",472906,"Pablo Ortega"
"2222",477538,"Cristhian Presichi"
"2223",133381,"Roberto Ramirez"
"2224",477550,"Oscar Rivera"
"2225",472421,"Heriberto Ruelas"
"2226",472093,"Jose Luis Sandoval"
"2227",463967,"Robert Saucedo"
"2228",122231,"Jose Silva"
"2229",477581,"Walter Silva"
"2230",441932,"Luis Suarez"
"2231",450175,"Ivan Terrazas"
"2232",477595,"Carlos Valencia"
"2233",497575,"Jose Rodriguez"
"2234",457821,"Wes Bankston"
"2235",489126,"Mark Minicozzi"
"2236",430931,"Daniel Ortmeier"
"2238",450595,"Garrett Baker"
"2239",452245,"Eddy Martinez-Esteve"
"2242",461212,"Matt Palmer"
"2243",489262,"Ryan Rohlinger"
"2244",489265,"Sergio Romo"
"2245",519082,"Nick Noonan"
"2247",150035,"Kyle Farnsworth"
"2248",115629,"LaTroy Hawkins"
"2249",457812,"Jeffrey Marquez"
"2250",451131,"Tyler Herron"
"2251",485567,"Ezequiel Carrera"
"2253",406428,"Tim RainesJr."
"2254",442707,"Mark DiFelice"
"2255",433897,"Sam Narron"
"2256",425126,"Jason Shiell"
"2257",450648,"David Welch"
"2258",448623,"Garrett Broshuis"
"2259",446201,"Robert Felmy"
"2260",407839,"Kevin Gryboski"
"2261",488664,"Brian Anderson"
"2262",459712,"Rich Dorman"
"2263",430640,"Tony PenaJr."
"2264",458250,"Dusty Hughes"
"2266",135782,"Danny Klassen"
"2267",446474,"Edwin Maysonet"
"2268",450300,"Drew Sutton"
"2269",457524,"Eli Iorg"
"2270",454435,"Sung Ki Jung"
"2271",452161,"Jonathon Rouwenhorst"
"2272",467768,"Dan Smith"
"2273",460037,"Mark Wagner"
"2274",467676,"Ofilio Castro"
"2275",460271,"Devin Ivany"
"2276",434595,"Ismael Ramirez"
"2277",408077,"Lindsay Gulin"
"2278",435523,"Brian Peterson"
"2279",408235,"Matt Erickson"
"2280",206463,"Joe Winkelsas"
"2281",518750,"Oney Guillen"
"2282",490563,"Robert Hudson"
"2283",489140,"Sergio Morales"
"2284",457988,"Thomas Collaro"
"2285",457635,"Sergio Miranda"
"2286",452217,"Wes Whisler"
"2287",449803,"David Cook"
"2288",449181,"Paulo Orlando"
"2289",431146,"Jason Childers"
"2290",488888,"Christopher Frey"
"2291",421024,"Julio Mateo"
"2292",444919,"Jared Price"
"2294",430829,"Rich Thompson"
"2295",452658,"Scott White"
"2296",489164,"Jeff Natale"
"2297",449776,"Drew T. Anderson"
"2298",452028,"Drew M. Anderson"
"2299",514913,"Ruben Tejada"
"2300",454446,"Ivan Maldonado"
"2302",522728,"C.J. Retherford"
"2303",434604,"Michael Morse"
"2304",450524,"Matt Elliott"
"2305",450295,"A.J. Shappi"
"2306",461317,"Chris Kinsey"
"2307",457441,"Clint Goocher"
"2308",447764,"Robert Hinton"
"2309",445200,"Josh Wahpepah"
"2310",462135,"Steve Hammond"
"2311",488984,"Tommy Hunter"
"2312",279913,"Corey Patterson"
"2315",477132,"Clayton Kershaw"
"2316",454662,"Brian Akin"
"2317",451538,"Miguel Pinango"
"2318",448266,"James Adkins"
"2319",518957,"Richard Lucas"
"2320",451664,"Wes Timmons"
"2321",446394,"James Boone"
"2322",461260,"Jose Vaquedano"
"2323",502430,"Brennan Garr"
"2324",119865,"Abraham O. Nunez"
"2326",446422,"Michael Griffin"
"2327",459371,"Ramon A. Ramirez"
"2329",367893,"Jackson Melian"
"2330",444983,"Deik Scram"
"2331",455371,"Audy Ciriaco"
"2332",448236,"Santo De Leon"
"2334",518784,"Justin Henry"
"2335",447730,"Jeramy Laster"
"2336",450641,"Quintin Berry"
"2337",502126,"Domonic Brown"
"2338",502133,"Adrian Cardenas"
"2339",450532,"Adam Carr"
"2340",460225,"Juan Gonzalez"
"2341",446858,"Kevin Howard"
"2342",400118,"Wilkin Ruan"
"2343",501440,"Greg Veloz"
"2344",452783,"Nick Evans"
"2345",456703,"Andrew Baldwin"
"2346",450729,"Douglas Fister"
"2347",476206,"Justin Thomas"
"2348",452326,"Omar Poveda"
"2349",407804,"Eric Cyr"
"2350",451573,"Sebastien Boucher"
"2351",488819,"Blake Davis"
"2352",458568,"Jonathan Tucker"
"2353",519357,"Jesse Todd"
"2354",435402,"Luis Maza"
"2355",430682,"Eduardo Sierra"
"2356",407806,"Ben Howard"
"2357",445162,"Sean Henry"
"2358",150020,"Jerry HairstonJr."
"2360",425541,"Alfredo Gonzalez"
"2361",456046,"Michael Schlact"
"2362",501913,"Chad Tracy"
"2363",476134,"Brian Omogrosso"
"2364",457671,"T.J. Large"
"2365",488857,"Reid Engel"
"2366",455077,"Mike Carp"
"2367",444555,"Raul Reyes"
"2368",469040,"Argenis Reyes"
"2369",460697,"Brahiam Maldonado"
"2370",136608,"Armando Rios"
"2371",502973,"Amaury Cazana"
"2372",502348,"Matthew Oxendine"
"2373",457098,"Matt Morgan"
"2374",456563,"Phil Avlas"
"2375",501804,"Stefan Gartrell"
"2376",468981,"Victor Mercedes"
"2377",467003,"Javier Castillo"
"2378",463019,"Salvador Sanchez"
"2379",453385,"Clayton Richard"
"2381",448614,"Carlos Torres"
"2382",451515,"Ricardo Nanita"
"2383",276547,"Dewayne Wise"
"2386",150070,"Kevin Barker"
"2387",446270,"Brian Friday"
"2388",120042,"Luis Ordaz"
"2390",498568,"Barbaro Canizares"
"2391",461345,"Carl Loadenthal"
"2392",136727,"Vladimir Nunez"
"2393",445186,"Michael James"
"2394",502249,"Lars Anderson"
"2395",445199,"Jordan Parraz"
"2396",453400,"Chris Johnson"
"2397",448256,"J.C. Holt"
"2398",518794,"Brandon Hicks"
"2399",456671,"Van Pope"
"2400",455088,"Blake Dewitt"
"2401",461360,"Jose Coronado"
"2402",430894,"Chris Aguila"
"2403",440351,"Jesus Feliciano"
"2406",461865,"Andrew Romine"
"2407",502206,"Clayton Fuller"
"2408",489135,"Jeremy Moore"
"2409",488795,"Bradley Coon"
"2410",459850,"Reid Mahon"
"2411",453341,"Josh Lansford"
"2412",519447,"Ty Wright"
"2413",503556,"Marwin Gonzalez"
"2414",446381,"Darwin Barney"
"2415",451192,"James Adduci"
"2416",453367,"Jonathan Wyatt"
"2417",460100,"Kyle Reynolds"
"2418",503352,"Rocky Roquet"
"2419",445158,"Eduardo Cornejo"
"2420",448270,"Nick Blasi"
"2421",460060,"Cliff Pennington"
"2422",451088,"Justin Sellers"
"2423",501827,"Jermaine Mitchell"
"2424",458236,"Brett Dowdy"
"2425",408074,"Trey Hodges"
"2426",459323,"Kevin Richardson"
"2427",501941,"Chris Pettit"
"2428",489204,"Nick Pereira"
"2429",452013,"Carlos Sosa"
"2430",430925,"Todd Jennings"
"2431",453238,"Wes Hodges"
"2432",518518,"Michael Burgess"
"2433",502029,"Christopher Marrero"
"2434",500207,"Jhonatan Solano"
"2435",459318,"Jordan De Jong"
"2436",489190,"Pat Overholt"
"2437",502117,"Kristopher Negron"
"2438",456899,"Jon Link"
"2441",469151,"Julio Cesar Pimentel"
"2442",446538,"Steve Sollmann"
"2443",502261,"Cole Gillespie"
"2444",488726,"Michael Brantley"
"2445",456715,"Lorenzo Cain"
"2446",453230,"Chris Errecart"
"2447",522057,"Edgar Trejo"
"2448",445164,"Brent Johnson"
"2449",501726,"Juan Diaz"
"2450",455748,"Jon Nelson"
"2451",451587,"Jeffrey Dominguez"
"2452",444125,"Michael Wilson"
"2453",136726,"Mike Kinkade"
"2454",444116,"Mel Stocker"
"2455",455079,"Stephen Chapman"
"2456",451143,"Mat Gamel"
"2457",519433,"Steffan Wilson"
"2458",519412,"Zelous Wheeler"
"2459",519031,"Erik Miller"
"2460",489568,"Ned Yost"
"2461",449792,"Charlie Fermaint"
"2462",132260,"Sidney Ponson"
"2463",464414,"Alex Castillo"
"2464",468429,"Jose Constanza"
"2466",491676,"Gorkys Hernandez"
"2467",449468,"Josh Kreuzer"
"2468",503345,"Johermyn Chavez"
"2469",518837,"Justin Jackson"
"2474",502517,"Daniel Murphy"
"2475",450527,"Alexander Hinshaw"
"2476",473248,"Jose Vallejo"
"2477",450678,"Hunter Harrigan"
"2478",453236,"Mark Hamilton"
"2479",453256,"Eddy Rodriguez"
"2480",453211,"Drew Stubbs"
"2481",452765,"Jose Castro"
"2482",446224,"Christopher Denove"
"2483",446013,"Tonys Gutierrez"
"2484",458887,"Luis Bolivar"
"2485",502317,"Chris Heisey"
"2486",448322,"Ian Ostlund"
"2487",489251,"Ryan Roberson"
"2488",518836,"Cale Iorg"
"2490",462995,"Henricus VandenHurk"
"2492",452199,"Russell Mitchell"
"2493",456438,"James Tomlin"
"2494",518565,"Stephen Clyne"
"2495",489717,"Sean Danielson"
"2496",456031,"Andrew Pinckney"
"2497",444912,"Ronnie MerrillJr."
"2498",501986,"Cedric Hunter"
"2499",502151,"Chad Huffman"
"2500",451639,"Jesus Lopez"
"2501",490941,"Seth Johnston"
"2502",453527,"Sean Kazmar"
"2503",429709,"Ramon Nivar"
"2504",150183,"Matt Anderson"
"2505",537739,"Billy Crystal"
"2507",400149,"Jeremy Owens"
"2508",110859,"Armando Benitez"
"2510",449159,"Anthony Raglani"
"2511",469845,"Jamie Hoffmann"
"2512",458679,"Joshua Bell"
"2513",444444,"Mitch Atkins"
"2514",456989,"Jake Muyco"
"2515",460129,"Matt Avery"
"2516",448753,"Justin Berg"
"2517",448692,"Chris Walker"
"2518",448588,"J.R. Mathes"
"2519",446457,"Corey Coles"
"2521",457079,"Truan Mehl"
"2522",453900,"Casey Benjamin"
"2523",517457,"Leonel De Los Santos"
"2525",448327,"Fernando Cortez"
"2526",470516,"Luis Durango"
"2527",502262,"Mitch Canham"
"2528",467793,"Carlos Santana"
"2529",425497,"Nook Logan"
"2530",279564,"Shawn Wooten"
"2531",446937,"Erold Andrus"
"2532",469009,"Richard De Los Santos"
"2533",456138,"Nick DeBarr"
"2534",457455,"Jino GonzalezIII"
"2535",458665,"Chad Spann"
"2536",459409,"Beau Vaughan"
"2537",456044,"Luis Sanchez"
"2538",456124,"Erik Kratz"
"2539",502580,"Scott Campbell"
"2540",450276,"Aaron Mathews"
"2541",464241,"Gary Patchett"
"2542",451705,"Alberto Rosario"
"2543",449811,"David Austen"
"2545",453245,"Tom King"
"2546",477177,"Kellen Kulbacki"
"2547",464281,"Oswaldo Navarro"
"2548",457800,"John WhittlemanJr."
"2549",446299,"Scott Shoemaker"
"2550",458917,"Kevin Mahar"
"2551",502017,"Marcus Lemon"
"2552",455679,"Adam Fox"
"2553",460099,"Nolan Reimold"
"2554",150392,"Ricky Stone"
"2555",501638,"Pedro Viola"
"2556",464433,"Juan Francisco"
"2557",457759,"Justin Turner"
"2558",453362,"Chris Valaika"
"2559",459774,"Jason Delaney"
"2560",457119,"Angel R. Gonzalez"
"2561",433593,"Jorge Cortes"
"2562",446001,"Jonel Pacheco"
"2563",457830,"Ryan Goleski"
"2564",444835,"Edgardo Baez"
"2565",434596,"John Hattig"
"2566",518479,"Matthew Bouchard"
"2567",346798,"Kyle Lohse"
"2568",477054,"Trayvon Robinson"
"2569",489564,"Juan Rivera"
"2570",489316,"Sean Shoffit"
"2571",488754,"Jacob Butler"
"2573",448674,"Douglas Bernier"
"2574",407805,"Todd Donovan"
"2575",455114,"John Lujan"
"2576",518420,"Dylan Axelrod"
"2577",457844,"Kurt Isenberg"
"2578",503577,"Yefri Carvajal"
"2579",519299,"Eric Sogard"
"2580",519127,"Robert Perry"
"2581",501819,"Robert Woodard"
"2582",459945,"Craig Cooper"
"2583",457566,"Greg Burke"
"2584",430635,"Mike Johnston"
"2585",150114,"Reggie Taylor"
"2586",445139,"Rob Cosby"
"2587",444443,"Jonathan Ash"
"2588",434640,"Jared Gothreaux"
"2589",433258,"Aaron Rakers"
"2590",466433,"Ryan Thompson"
"2591",448298,"Osvaldo Fernando"
"2592",446919,"Todd Self"
"2593",430041,"Ray Sadler"
"2594",400130,"Scott Chiasson"
"2595",150019,"Jesse Garcia"
"2596",448176,"Christian Lara"
"2597",537953,"Daniel Nava"
"2598",444514,"Nathan Panther"
"2599",449822,"Scott Roehl"
"2600",466412,"Luis Perdomo"
"2601",488817,"Michael Daniel"
"2602",474544,"Eric Wordekemper"
"2603",468470,"Reegie Corona"
"2604",425825,"Carlos Mendoza"
"2605",456656,"Tim Battle"
"2606",454998,"Matt Carson"
"2607",453967,"Ryan Klosterman"
"2608",489763,"Chris Gutierrez"
"2609",489738,"Alex Jamieson"
"2610",489094,"John Matulia"
"2611",488924,"Garrett Groce"
"2612",474256,"Ryan Reid"
"2613",469775,"Maiko Loyola"
"2614",456858,"Neil Walton"
"2615",456661,"Brian Henderson"
"2616",448843,"Gabriel Martinez"
"2617",445612,"Dale Thayer"
"2618",451096,"Sergio Pedroza"
"2619",444099,"Jeff Bannon"
"2620",456065,"Jose Martinez"
"2621",452067,"Caleb Stewart"
"2622",449867,"Johnny Raburn"
"2623",456068,"Miguel Gonzalez"
"2624",501795,"Matt Matulia"
"2625",457908,"Jeffrey Dragicevich"
"2626",470364,"Lino Garcia"
"2627",450191,"Jon George"
"2628",458919,"Ryan Mattheus"
"2629",458913,"Eric YoungJr."
"2630",430830,"Alec Zumwalt"
"2631",448290,"K.C. Herren"
"2632",444348,"Drew Meyer"
"2633",444141,"Corey Ragsdale"
"2634",446233,"Archie Gilbert"
"2635",448281,"Sean Doolittle"
"2636",489090,"Michael Massaro"
"2637",474188,"Michael Affronti"
"2638",469832,"Andy Shipman"
"2639",458234,"David Castillo"
"2640",453899,"Trey Webb"
"2641",453957,"Justin Hedrick"
"2642",445276,"Kenley Jansen"
"2643",467763,"Jovanny Rosario"
"2644",449448,"John Nelson"
"2645",489000,"Jay Johnson"
"2646",457958,"John Otness"
"2647",449098,"Barry Hertzler"
"2648",489037,"Jeffrey Kunkel"
"2649",150205,"Orber Moreno"
"2650",447827,"Kyle Peter"
"2651",448248,"Brandon Timm"
"2653",502220,"Jacob Eigsti"
"2654",473542,"Hector Pellot"
"2655",460209,"Tim McNab"
"2656",457991,"Jamar Hill"
"2657",446263,"Lucas Duda"
"2658",440918,"Victor Mendez"
"2659",507747,"Jo Matumoto"
"2660",456122,"David Smith"
"2661",488947,"Anthony Hatch"
"2662",444351,"Kyle Phillips"
"2663",501788,"C.J. Ebarb"
"2664",425793,"Bubba Nelson"
"2667",434778,"Kendrys Morales"
"2668",435062,"Howard Kendrick"
"2669",446135,"Barret Browning"
"2670",458923,"Ryan Leahy"
"2671",473208,"Julio Perez"
"2672",500200,"Coby Smith"
"2673",519096,"Daniel Otero"
"2674",446305,"Daniel Turpen"
"2675",451107,"James Simmons"
"2676",469837,"Nestor Rojas"
"2678",489186,"Renny Osuna"
"2679",488903,"Grant Gerrard"
"2680",459441,"Maxwell Leon"
"2681",476270,"Steven Tolleson"
"2682",502501,"Preston Mattingly"
"2683",429760,"Mike Gallo"
"2684",502100,"Alex Presley"
"2685",440803,"Javier Colina"
"2686",453334,"Justin Cassel"
"2687",456687,"Omar Aguilar"
"2688",518563,"Matthew Cline"
"2689",452096,"Darren Ford"
"2690",446428,"Brendan Katin"
"2691",455117,"Martin Maldonado"
"2692",457517,"Guilder Rodriguez"
"2693",450597,"Michael Bell"
"2694",445074,"Jason Mackintosh"
"2695",518531,"Daniel Carroll"
"2696",430943,"Luis Oliveros"
"2697",472528,"Luis Valbuena"
"2698",491380,"Josh Howard"
"2699",452105,"John Hester"
"2700",457042,"Toby Gardenhire"
"2701",502194,"Kent Sakamoto"
"2702",468936,"Melvin Dorta"
"2703",456535,"Patrick Cottrell"
"2704",471858,"Jairo De La Rosa"
"2705",516631,"Gustavo Nunez"
"2706",447770,"Justin Justice"
"2707",450829,"Thomas Atlee"
"2708",457902,"Brett Campbell"
"2709",457824,"Adam Heether"
"2710",461869,"Ulrich Snijders"
"2711",446395,"Corey Brown"
"2712",501745,"Fautino De Los Santos"
"2713",518880,"Charles Kerfoot"
"2714",489020,"Brad Kilby"
"2715",465002,"Frank Martinez"
"2716",501887,"Scott Moore"
"2717",467577,"Jesus Silva"
"2718",518734,"Chris Gradoville"
"2719",460090,"Jeremy Hunt"
"2720",519107,"Andrew Parrino"
"2721",455951,"Peter Ciofrone"
"2722",489435,"Flint Wipke"
"2723",518499,"Jay Brossman"
"2724",474892,"Chris Carter"
"2725",459322,"Brian Stavisky"
"2726",446276,"Joshua Horton"
"2729",457935,"Matt Daley"
"2730",457819,"Tomas Santiago"
"2731",454576,"Jordan Czarniecki"
"2732",450292,"Mike Rozema"
"2733",452732,"Orlando Mercado"
"2734",445175,"Yusuf Carter"
"2735",457645,"Connor Falkenbach"
"2736",446399,"Brett Cecil"
"2737",493553,"Adam Calderone"
"2738",462412,"Anthony Webster"
"2739",502384,"Austin McClune"
"2740",469129,"Cirilo Cumberbatch"
"2741",444961,"Matt Miller"
"2742",488917,"Tyler Graham"
"2743",453541,"Ben Harrison"
"2744",453029,"Gregory Thomson"
"2745",455603,"Andy Mitchell"
"2746",453261,"Keanon Simon"
"2747",442712,"Jason Bowers"
"2748",502137,"Andy Cruse"
"2749",520471,"Freddy Galvis"
"2750",470491,"Timothy Kennelly"
"2751",466454,"Jesus Sanchez"
"2752",501824,"William Savage"
"2753",449881,"R.J. Swindle"
"2754",502230,"Dustin Martin"
"2755",461858,"Trevor Plouffe"
"2756",456383,"David Shinskie"
"2757",458705,"Zachary Ward"
"2758",518394,"Kevin Ahrens"
"2759",446532,"Cory Patton"
"2760",502409,"Jonathan Diaz"
"2761",448151,"Kody Kirkland"
"2762",400095,"Erick Almonte"
"2763",453269,"Brennan Boesch"
"2764",452029,"Rafael Arroyo"
"2765",506917,"Tony ThomasJr."
"2766",453526,"Jesse Estrada"
"2767",491695,"Ivan Contreras"
"2768",448178,"Kevin Jepsen"
"2769",519395,"Brian Walker"
"2770",461826,"Gerald Plexico"
"2771",458895,"Shaun Cumberland"
"2772",460083,"Eric Eymann"
"2773",457567,"Carlos Fisher"
"2774",448790,"Cody Strait"
"2775",501920,"Brian Dinkelman"
"2776",448757,"Jonathan Malo"
"2777",400076,"Shane Loux"
"2778",502698,"Wilberto Ortiz"
"2779",458873,"Guillermo Reyes"
"2780",444489,"Manuel Pina"
"2781",408249,"Julio Manon"
"2782",428642,"Luis Montanez"
"2783",502335,"Tyler Henson"
"2784",446139,"Mike Pierce"
"2785",459456,"Jay Sawatski"
"2786",471863,"Luke Hughes"
"2787",456726,"Heath Totten"
"2788",449775,"Brandon Pinckney"
"2789",458708,"Josh Tomlin"
"2790",493302,"Sung-Wei Tseng"
"2791",519372,"Michael Valadez"
"2792",502272,"Casey Fien"
"2793",400116,"Henry Mateo"
"2794",408238,"Derek Wathan"
"2795",489413,"Casper Wells"
"2796",457886,"Jeremy Johnson"
"2797",502296,"James Barksdale"
"2798",464377,"Joe Munoz"
"2799",460093,"Matthew Liuzza"
"2800",461851,"Eduardo Morlan"
"2801",136422,"Chris Michalak"
"2802",448241,"Justin James"
"2803",502381,"Luke Gregerson"
"2804",453148,"Brandon Nall"
"2805",502319,"Marc Maddox"
"2806",150211,"Brian Buchanan"
"2807",429260,"Dave Matranga"
"2808",455986,"Mark Saccomanno"
"2809",461250,"Chase Lambin"
"2810",450780,"Victor Alvarez"
"2811",457729,"Ryan Mullins"
"2812",465713,"Yancarlos Ortiz"
"2813",448252,"Kyle Waldrop"
"2814",447797,"Ben Julianel"
"2815",461213,"Joe Bateman"
"2816",450192,"Luke Carlin"
"2817",501197,"Darwin Perez"
"2818",430929,"Jake Wald"
"2819",458088,"Cyle Hankerd"
"2820",520976,"Engel Beltre"
"2822",502000,"Derrik Lutz"
"2823",490008,"Robert Manuel"
"2824",235194,"Gookie Dawkins"
"2825",452717,"Javon Moran"
"2826",448245,"B.J. Szymanski"
"2827",451113,"Arlon Quiroz"
"2828",460671,"Matthew Spencer"
"2829",439312,"Andrew Beattie"
"2830",460092,"Christopher Leroux"
"2831",450681,"Spike McDougall"
"2832",456420,"Matt Moses"
"2833",456406,"David Winfree"
"2835",502143,"Daniel Valencia"
"2836",457542,"Juan Portes"
"2837",518540,"Matt Cavagnaro"
"2838",466471,"Edward Garcia"
"2840",458926,"Mark Jurich"
"2841",461310,"Brad Nelson"
"2842",425880,"Joe Hietpas"
"2843",458693,"Bryan Byrne"
"2844",446250,"Vincent Bongiovanni"
"2845",489001,"Leon Johnson"
"2846",460602,"Dirk Hayhurst"
"2847",460291,"Jonathan Ellis"
"2848",457925,"Neil Jamison"
"2849",136901,"Kevin Witt"
"2850",451207,"Emerson Frostad"
"2851",456781,"Donovan Solano"
"2852",445055,"Jonathan Jay"
"2853",471808,"Chris De La Cruz"
"2854",489242,"William Rhymes"
"2855",460624,"Danny Zell"
"2856",457854,"Anthony Tomey"
"2857",518823,"Erik Huber"
"2858",456599,"Corey Hamman"
"2859",502165,"Andrew Carpenter"
"2860",519384,"Jesus Villegas Andino"
"2861",456905,"Dennis Winn"
"2862",457527,"Jeff Kamrath"
"2863",456823,"Seth Dhaenens"
"2864",502356,"Tyler Robertson"
"2865",453249,"Jeff Manship"
"2866",449160,"Jay Rainville"
"2867",425406,"Josh Hall"
"2869",456629,"Manuel Mayorson"
"2870",502380,"Daniel Garcia"
"2871",502161,"Scott Cousins"
"2872",453014,"Luis Rivera"
"2873",136663,"Fernando Seguignol"
"2874",449810,"Von Stertzbach"
"2875",464423,"Carlos Colmenares"
"2876",518960,"Jonathan Lucroy"
"2877",456047,"E.J. Shanks"
"2878",464436,"Clevelan Santeliz"
"2879",508892,"Carlos Triunfel"
"2880",490675,"Ray Chang"
"2881",502497,"Zachary Dials"
"2882",434886,"Adam Stern"
"2883",465753,"Pedro Florimon Jr."
"2884",467078,"Wladimir Sutil"
"2885",457061,"Tim Torres"
"2886",466480,"Deibinson Romero"
"2887",461872,"Anthony Swarzak"
"2888",476058,"Erik Lis"
"2889",458721,"Brandon Roberts"
"2890",518792,"Jason Heyward"
"2891",501863,"Kevin Gunderson"
"2892",450665,"Kris Medlen"
"2894",442738,"Joey Hammond"
"2895",425427,"Jason Anderson"
"2896",446088,"Adrian Casanova"
"2897",518686,"Mike Folli"
"2898",459960,"Kris Harvey"
"2899",519128,"Bryan Petersen"
"2900",452264,"Jeremy Flanagan"
"2901",429300,"Roger Deago"
"2903",489040,"Albert Laboy"
"2904",489081,"Anthony Mansolino"
"2905",489296,"Josh Schmidt"
"2906",425858,"Dave Krynzel"
"2907",459446,"Cesar Nicolas"
"2908",451695,"Micah Schnurstein"
"2909",460374,"Adam Bright"
"2910",455994,"Edward Valdez"
"2911",452090,"Bill Edwards"
"2912",519068,"Efren Navarro"
"2913",503498,"Angel Castillo"
"2914",453321,"Ryan Turner"
"2915",503570,"Andres James"
"2916",459950,"Christopher Dennis"
"2917",459759,"Thomas Berkery"
"2918",458684,"Ryan Falcon"
"2919",518725,"Caleb Gindl"
"2920",488919,"Taylor Green"
"2921",460311,"Derek Miller"
"2922",450566,"Chuck Caufield"
"2923",449786,"Carlos Corporan"
"2924",425862,"Melqui Torres"
"2925",110450,"Cory Bailey"
"2926",520688,"Aeden McQueary"
"2927",451668,"Gabriel Lopez"
"2928",519054,"Travis Mortimore"
"2929",518875,"Shawn Kelley"
"2930",518828,"Donald Hume"
"2931",501910,"Johan Limonta"
"2932",499926,"Alex Liddi"
"2933",499856,"Chris Jakubauskas"
"2934",493101,"Kuo Hui Lo"
"2935",471897,"Gregory Halman"
"2936",468381,"Leury Bonilla"
"2937",459431,"Michael Saunders"
"2938",451713,"Carlos Peguero"
"2939",450310,"Jacob Wild"
"2940",450285,"Ronnie Prettyman"
"2941",435458,"Travis Chick"
"2942",425511,"Prentice Redman"
"2944",446162,"Sean Watson"
"2945",453207,"Emeel Salem"
"2946",502307,"Miles Durham"
"2947",470482,"Ronald Pena"
"2948",464411,"Ciro Rosero"
"2949",461747,"Blair Johnson"
"2950",458248,"Chris Hernandez"
"2951",453328,"Patrick Bresnehan"
"2952",447747,"Greg Picart"
"2953",488735,"David Bromberg"
"2954",461725,"Jose Lugo"
"2955",489231,"John Raynor"
"2958",466918,"Manuel Corpas"
"2959",446246,"Abe Woody"
"2960",506912,"Mark Hallberg"
"2962",502135,"Jason Place"
"2963",501979,"Garrett Olson"
"2964",453857,"Brock Peterson"
"2965",458936,"Danny Vais"
"2966",460654,"Jason Miller"
"2967",457794,"Josue Peley"
"2968",458247,"Kyle Pearson"
"2969",458586,"Marcus Davis"
"2970",461859,"Eddie Prasch"
"2971",463040,"Jose De Los Santos"
"2972",477361,"Rodolfo Aguirre"
"2973",502383,"Tom Hagan"
"2974",502454,"Kris Watts"
"2975",506867,"Danny Bomback"
"2977",460281,"Josh Asanovich"
"2978",459891,"Quinn Stewart"
"2979",449878,"Chris Nowak"
"2980",446560,"Rhyne Hughes"
"2981",420664,"Rashad Eldridge"
"2982",400002,"Matt Childers"
"2985",501869,"Graham Taylor"
"2986",123699,"Dario Veras"
"2987",133741,"Mendy Lopez"
"2988",407821,"Luis A. Garcia"
"2989",408245,"Adan Amezcua"
"2990",433715,"Carlos Orrantia"
"2991",437031,"Miguel Flores"
"2992",439849,"Fernando Rios"
"2993",440148,"Selwyn Langaigne"
"2994",440773,"Derek Lee"
"2995",451470,"Mauricio Lara"
"2996",457127,"Baltazar Lopez"
"2997",458356,"Cornelio Garcia"
"2998",459372,"Jonathan Castellanos"
"2999",464342,"Edgar Quintero"
"3000",466944,"Sergio Lizarraga"
"3001",469614,"Sergio Mora"
"3002",477360,"Gaudencio Aguirre"
"3003",477409,"Jose Cobos"
"3004",477554,"Carlos Rodriguez"
"3005",484552,"Daniel Hinojosa"
"3006",496056,"Valentin Gamez"
"3007",501170,"Adrian C. Ramirez"
"3008",511648,"Antonio Garzon"
"3009",524169,"Oscar Lemus"
"3010",453258,"Keoni Ruth"
"3011",496169,"Matt Stocco"
"3012",503576,"Sam Carter"
"3014",441368,"Alberto Castillo"
"3016",434672,"Chris Smith"
"3017",430606,"Mike Adams"
"3018",137140,"Russell Branyan"
